trialsType,trialsNum,trialNum,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,trials4.thisRepN,trials4.thisTrialN,trials4.thisN,trials4.thisIndex,instr1.started,instr1.stopped,fix.started,fix.stopped,trial1Mouse.x,trial1Mouse.y,trial1Mouse.leftButton,trial1Mouse.midButton,trial1Mouse.rightButton,trial1Mouse.time,trial1Mouse.started,trial1Mouse.stopped,step,targetangle_deg,trial1Target.started,trial1Target.stopped,trial1Home.started,trial1Home.stopped,trial1Cursor.started,trial1Cursor.stopped,trial1Num.started,trial1Num.stopped,trial2Mouse.x,trial2Mouse.y,trial2Mouse.leftButton,trial2Mouse.midButton,trial2Mouse.rightButton,trial2Mouse.time,trial2Mouse.started,trial2Mouse.stopped,trial2Target.started,trial2Target.stopped,trial2Home.started,trial2Home.stopped,trial2Cursor.started,trial2Cursor.stopped,trial2Num.started,trial2Num.stopped,trial2Text.started,trial2Text.stopped,trial3Mouse.x,trial3Mouse.y,trial3Mouse.leftButton,trial3Mouse.midButton,trial3Mouse.rightButton,trial3Mouse.time,trial3Mouse.started,trial3Mouse.stopped,trial3Target.started,trial3Target.stopped,trial3Home.started,trial3Home.stopped,trial3Cursor.started,trial3Cursor.stopped,trial3Num.started,trial3Num.stopped,trial3Text.started,trial3Text.stopped,trial4Mouse.started,trial4Mouse.stopped,trial4Target.started,trial4Target.stopped,trial4Home.started,trial4Home.stopped,trial4Cursor.started,trial4Cursor.stopped,trial4Num.started,trial4Num.stopped,trial4Buff.started,trial4Buff.stopped,participant,session,taskVer,date,expName,psychopyVersion,frameRate,
2,2,59,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.006168500054627657, 0.01760310004465282, 0.04000189993530512, 0.05538010015152395, 0.07522809994406998, 0.09087419998832047, 0.11175450007431209, 0.1252292999997735, 0.153597499942407]",51.27414069999941,None,51.27414069999941,None,51.27414069999941,None,51.27414069999941,None,51.27414069999941,None,51.27414069999941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,60,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.006254400126636028, 0.01861360017210245, 0.041317000053822994, 0.056905100122094154, 0.07545370003208518, 0.0906112000811845, 0.11033860011957586]",51.440043499926105,None,51.440043499926105,None,51.440043499926105,None,51.440043499926105,None,51.440043499926105,None,51.440043499926105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,61,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004884199937805533, 0.02121819998137653, 0.03773330012336373, 0.0556640001013875, 0.07065339991822839, 0.08741390006616712, 0.10214169998653233, 0.12045609997585416, 0.13571389997377992, 0.15472470014356077]",51.56401850003749,None,51.56401850003749,None,51.56401850003749,None,51.56401850003749,None,51.56401850003749,None,51.56401850003749,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,62,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0053820000030100346, 0.0234997000079602, 0.03850000002421439, 0.05748630012385547, 0.07270230003632605, 0.0896968999877572, 0.10535249998793006, 0.12363269994966686, 0.13859190000221133, 0.15924559999257326]",51.729782399954274,None,51.729782399954274,None,51.729782399954274,None,51.729782399954274,None,51.729782399954274,None,51.729782399954274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,63,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.004963200073689222, 0.020624199882149696, 0.036762600066140294, 0.053365099942311645, 0.06893589999526739, 0.0862298000138253, 0.10254119988530874]",51.896184500074014,None,51.896184500074014,None,51.896184500074014,None,51.896184500074014,None,51.896184500074014,None,51.896184500074014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,64,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005460799904540181, 0.01876719994470477, 0.036782699869945645, 0.055451099993661046, 0.07481050002388656, 0.08944169990718365, 0.10731390002183616, 0.1222716998308897, 0.14220739994198084, 0.15730349998921156, 0.1864940000232309]",52.00811459985562,None,52.00811459985562,None,52.00811459985562,None,52.00811459985562,None,52.00811459985562,None,52.00811459985562,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,65,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.006500899791717529, 0.01802909979596734, 0.04392379987984896, 0.0584365997929126, 0.07611099979840219, 0.0935017999727279, 0.10965719982050359, 0.1248170998878777, 0.14283439982682467]",52.204870499903336,None,52.204870499903336,None,52.204870499903336,None,52.204870499903336,None,52.204870499903336,None,52.204870499903336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,66,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.005689500132575631, 0.026360500138252974, 0.0382018000818789, 0.0596588000189513, 0.07453570002689958, 0.09181230003014207, 0.10693520004861057, 0.1250235999468714]",52.36489239986986,None,52.36489239986986,None,52.36489239986986,None,52.36489239986986,None,52.36489239986986,None,52.36489239986986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,67,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00615480006672442, 0.026746399933472276, 0.03917720005847514, 0.060097899986431, 0.076512600062415, 0.09216440003365278, 0.10746430000290275, 0.12531309993937612, 0.14059480000287294, 0.1619768999516964]",52.497648200020194,None,52.497648200020194,None,52.497648200020194,None,52.497648200020194,None,52.497648200020194,None,52.497648200020194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,68,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004162800032645464, 0.0201515001244843, 0.03380679991096258, 0.05326860002242029, 0.06984180002473295, 0.088062500115484, 0.10439780005253851, 0.12114550010301173, 0.13690389995463192]",52.66197449993342,None,52.66197449993342,None,52.66197449993342,None,52.66197449993342,None,52.66197449993342,None,52.66197449993342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,69,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0060697998851537704, 0.019438699819147587, 0.03816189989447594, 0.05665009981021285, 0.0748234000056982, 0.08994239987805486, 0.10743009997531772, 0.1229340999852866, 0.14086549985222518, 0.15778340003453195, 0.17512839986011386]",52.80818259995431,None,52.80818259995431,None,52.80818259995431,None,52.80818259995431,None,52.80818259995431,None,52.80818259995431,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,70,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.007257099961861968, 0.023851400008425117, 0.038679599994793534, 0.056661600014194846, 0.0720407001208514, 0.08995279995724559, 0.1059030001051724, 0.1256228000856936]",52.99656890006736,None,52.99656890006736,None,52.99656890006736,None,52.99656890006736,None,52.99656890006736,None,52.99656890006736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,71,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0049305998254567385, 0.02141939988359809, 0.037492399802431464, 0.05592940002679825, 0.07107339985668659, 0.08878410002216697, 0.10592379979789257, 0.12201609998010099, 0.13731459993869066, 0.155918899923563]",53.12860679998994,None,53.12860679998994,None,53.12860679998994,None,53.12860679998994,None,53.12860679998994,None,53.12860679998994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,72,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.006665099877864122, 0.02212019986473024, 0.04009329993277788, 0.05985239986330271, 0.0754738999530673, 0.09245919995009899, 0.10754389991052449, 0.12554350006394088]",53.292901299893856,None,53.292901299893856,None,53.292901299893856,None,53.292901299893856,None,53.292901299893856,None,53.292901299893856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,73,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005510499933734536, 0.0208406001329422, 0.03362670005299151, 0.05776370014064014, 0.07280989992432296, 0.09108819998800755, 0.10632429993711412, 0.12448820006102324, 0.1395014999434352]",53.425669400021434,None,53.425669400021434,None,53.425669400021434,None,53.425669400021434,None,53.425669400021434,None,53.425669400021434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,74,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.006616699974983931, 0.018482099985703826, 0.038418499985709786, 0.05532749998383224, 0.0726997999008745, 0.08766010007821023, 0.10782120004296303]",53.575622899923474,None,53.575622899923474,None,53.575622899923474,None,53.575622899923474,None,53.575622899923474,None,53.575622899923474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,75,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004848699783906341, 0.02058219979517162, 0.03648149990476668, 0.05562509992159903, 0.07187049998901784, 0.08896849979646504, 0.1042369999922812, 0.12202509981580079, 0.13675099983811378, 0.1548315999098122, 0.16998529992997646, 0.1885956998448819]",53.69500699988566,None,53.69500699988566,None,53.69500699988566,None,53.69500699988566,None,53.69500699988566,None,53.69500699988566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,76,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.006289300043135881, 0.02322289999574423, 0.036700000055134296, 0.05742059997282922, 0.07270819996483624, 0.09095290000550449, 0.10601340001448989, 0.12510420009493828, 0.1413789999205619]",53.895492299925536,None,53.895492299925536,None,53.895492299925536,None,53.895492299925536,None,53.895492299925536,None,53.895492299925536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,77,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005458600120618939, 0.018193700117990375, 0.036631800001487136, 0.055651200003921986, 0.07341590011492372, 0.08818019996397197, 0.10668669990263879, 0.12358039990067482, 0.14054620009846985]",54.040945400018245,None,54.040945400018245,None,54.040945400018245,None,54.040945400018245,None,54.040945400018245,None,54.040945400018245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,78,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005280899815261364, 0.025575099978595972, 0.03638039994984865, 0.05718679982237518, 0.07255669985897839, 0.09080409980379045, 0.10770369996316731, 0.12440439988858998, 0.1399881998077035, 0.15844079991802573]",54.19749669986777,None,54.19749669986777,None,54.19749669986777,None,54.19749669986777,None,54.19749669986777,None,54.19749669986777,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,79,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005069499835371971, 0.023968399967998266, 0.040932799922302365, 0.056796199874952435, 0.07244759984314442, 0.08985470002517104, 0.10497380001470447, 0.1231288998387754, 0.1380125000141561, 0.15712419990450144]",54.3633194998838,None,54.3633194998838,None,54.3633194998838,None,54.3633194998838,None,54.3633194998838,None,54.3633194998838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,80,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.005603000055998564, 0.02024050010368228, 0.0392688000574708, 0.057623199885711074, 0.07264470006339252, 0.09163399995304644, 0.10702569992281497, 0.12476169993169606]",54.52577760000713,None,54.52577760000713,None,54.52577760000713,None,54.52577760000713,None,54.52577760000713,None,54.52577760000713,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
